customer_id,credit_score,geography,gender,age,tenure,num_of_products,balance,estimated_salary,has_credit_card,is_active_member,exited,age_group,balance_group,tenure_group,num_of_products_group
15673693,682,France,Female,26,0,1,110654,111879.2,FALSE,TRUE,FALSE,Young,High Balance,New,1 Product
15721024,642,France,Male,26,0,1,0,47472.7,FALSE,FALSE,FALSE,Young,No Balance,New,1 Product
15624068,779,France,Female,26,0,2,0,111906,FALSE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15598536,736,Germany,Female,26,0,1,84587.9,188037.8,FALSE,TRUE,FALSE,Young,Average Balance,New,1 Product
15582847,662,France,Male,26,0,2,0,72930,FALSE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15709447,584,France,Female,26,0,1,146286.2,105105.4,TRUE,FALSE,FALSE,Young,High Balance,New,1 Product
15798084,688,France,Male,26,0,2,0,105784.9,TRUE,FALSE,FALSE,Young,No Balance,New,2-3 Products
15624729,594,France,Male,27,0,1,197041.8,151912.5,FALSE,FALSE,FALSE,Young,High Balance,New,1 Product
15787026,627,Germany,Male,27,0,2,185267.5,77027.3,TRUE,TRUE,FALSE,Young,High Balance,New,2-3 Products
15717995,849,France,Male,27,0,2,0,157891.9,FALSE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15728683,742,France,Male,27,0,2,0,131535,FALSE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15588248,617,France,Female,28,0,2,0,7597.8,TRUE,TRUE,TRUE,Young,No Balance,New,2-3 Products
15622454,695,Spain,Male,28,0,1,96020.9,57992.5,TRUE,TRUE,FALSE,Young,Average Balance,New,1 Product
15614929,508,Germany,Male,28,0,2,96213.8,147913.6,TRUE,FALSE,FALSE,Young,Average Balance,New,2-3 Products
15683521,594,Germany,Male,28,0,2,142574.7,129084.8,TRUE,FALSE,FALSE,Young,High Balance,New,2-3 Products
15801904,677,Germany,Male,28,0,2,143988,8755.7,TRUE,FALSE,TRUE,Young,High Balance,New,2-3 Products
15718231,537,France,Male,28,0,2,88963.3,189839.9,TRUE,TRUE,FALSE,Young,Average Balance,New,2-3 Products
15644212,644,Spain,Male,28,0,2,0,119419.4,TRUE,FALSE,FALSE,Young,No Balance,New,2-3 Products
15746012,729,Spain,Female,28,0,2,0,31165.1,TRUE,TRUE,TRUE,Young,No Balance,New,2-3 Products
15665579,597,France,Female,28,0,1,142706,127233.4,TRUE,FALSE,FALSE,Young,High Balance,New,1 Product
15656300,411,France,Male,29,0,2,59697.2,53483.2,TRUE,TRUE,FALSE,Young,Average Balance,New,2-3 Products
15658929,683,Spain,Male,29,0,1,133702.9,55582.5,TRUE,FALSE,TRUE,Young,High Balance,New,1 Product
15663489,633,Germany,Female,29,0,1,138577.3,193363,TRUE,FALSE,FALSE,Young,High Balance,New,1 Product
15812945,582,France,Female,29,0,1,0,84012.8,TRUE,TRUE,FALSE,Young,No Balance,New,1 Product
15576945,582,France,Male,29,0,1,0,142516.4,TRUE,FALSE,FALSE,Young,No Balance,New,1 Product
15578825,734,France,Female,29,0,1,139994.7,17744.7,TRUE,FALSE,FALSE,Young,High Balance,New,1 Product
15677435,647,France,Female,29,0,2,98263.5,164718,TRUE,FALSE,FALSE,Young,Average Balance,New,2-3 Products
15705298,697,Germany,Male,29,0,1,172693.5,141799,FALSE,FALSE,FALSE,Young,High Balance,New,1 Product
15661548,683,France,Female,29,0,1,157829.1,129891.7,FALSE,FALSE,FALSE,Young,High Balance,New,1 Product
15611612,570,France,Female,29,0,1,0,37092.4,TRUE,FALSE,FALSE,Young,No Balance,New,1 Product
15737961,509,Germany,Female,29,0,2,107712.6,92898.2,TRUE,TRUE,FALSE,Young,High Balance,New,2-3 Products
15600792,613,Spain,Male,29,0,2,0,133897.3,FALSE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15645248,510,France,Female,30,0,2,0,130553.5,TRUE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15739438,539,France,Male,30,0,2,0,160979.7,TRUE,FALSE,FALSE,Young,No Balance,New,2-3 Products
15652955,678,Spain,Male,30,0,1,0,35113.1,TRUE,FALSE,FALSE,Young,No Balance,New,1 Product
15584363,824,France,Male,30,0,1,133634,162053.9,TRUE,TRUE,FALSE,Young,High Balance,New,1 Product
15700174,733,Spain,Female,30,0,1,83319.3,57769.2,FALSE,FALSE,FALSE,Young,Average Balance,New,1 Product
15597896,365,Germany,Male,30,0,1,127760.1,81537.9,TRUE,FALSE,TRUE,Young,High Balance,New,1 Product
15807993,588,Germany,Female,30,0,1,110148.5,5790.9,TRUE,FALSE,TRUE,Young,High Balance,New,1 Product
15634143,581,Spain,Male,30,0,1,53291.9,196582.3,FALSE,FALSE,FALSE,Young,Average Balance,New,1 Product
15763381,496,France,Male,30,0,1,90963.5,27802,FALSE,TRUE,FALSE,Young,Average Balance,New,1 Product
15709523,525,Germany,Female,30,0,2,157989.2,100687.7,TRUE,TRUE,FALSE,Young,High Balance,New,2-3 Products
15674868,696,Spain,Female,30,0,2,0,9002.8,TRUE,TRUE,FALSE,Young,No Balance,New,2-3 Products
15695097,564,Germany,Female,30,0,2,100954.9,134175.1,FALSE,FALSE,FALSE,Young,High Balance,New,2-3 Products
15586069,560,France,Female,30,0,1,108883.3,27915,TRUE,FALSE,FALSE,Young,High Balance,New,1 Product
15694506,611,Germany,Male,31,0,2,107884.8,183488,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15745295,727,Spain,Female,31,0,1,0,121751,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15749004,718,France,Female,31,0,2,118100.6,103165.1,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15678626,538,Spain,Female,31,0,2,0,179453.7,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15634719,704,France,Male,31,0,2,0,183038.3,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15730137,628,France,Male,31,0,1,88421.8,72350.5,FALSE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15799300,510,Germany,Male,31,0,1,113688.6,33099.4,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15708046,744,Spain,Male,31,0,1,117551.2,158958.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15567991,794,Spain,Male,31,0,2,144880.3,175643.4,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15626457,671,France,Male,31,0,1,116234.6,172096.1,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15779627,573,Germany,Male,31,0,1,134644.2,70381.5,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15637522,507,France,Female,31,0,1,106942.1,44001.1,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15668679,630,France,Male,31,0,2,0,34475.1,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15683657,594,France,Female,31,0,1,79340.9,78255.9,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15623525,564,Spain,Male,31,0,1,125175.6,72757.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15758750,564,France,Male,31,0,1,110527.2,87060.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15794413,416,France,Male,32,0,2,0,878.9,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15806447,690,Germany,Male,32,0,2,106683.5,137916.5,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15578908,725,Spain,Female,32,0,2,0,138525.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15782659,527,France,Male,32,0,1,0,109523.9,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15758482,626,France,Female,32,0,2,0,187172.5,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15614420,531,Germany,Female,32,0,2,109570.2,172049.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15785170,850,Germany,Female,32,0,1,116968.9,175094.6,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15810800,673,Spain,Female,32,0,1,0,72873.3,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15653306,679,Germany,Female,32,0,1,88335.1,159584.8,FALSE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15566467,683,Germany,Female,32,0,2,138171.1,188203.6,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15773260,590,France,Female,32,0,1,127763.2,100717.5,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15805671,648,France,Male,32,0,1,0,117323.3,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15718773,638,France,Female,32,0,2,0,160130,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15714970,667,Germany,Male,32,0,1,103846.6,20560.7,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15679429,694,France,Male,32,0,1,91956.5,59961.8,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15632503,563,France,Female,32,0,1,148326.1,191604.3,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15571284,756,Germany,Male,32,0,2,109528.2,56176.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15783338,449,Spain,Male,32,0,1,155619.4,166692,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15656330,528,Spain,Female,32,0,1,68138.4,170309.2,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15797065,613,Spain,Female,32,0,2,0,126675.6,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15574169,595,Germany,Female,32,0,1,92466.2,4721.3,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15790322,660,France,Female,32,0,1,114668.9,84605,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15705521,548,Germany,Female,33,0,1,101084.4,42749.8,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15736534,742,Germany,Male,33,0,1,181656.5,107667.9,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15613319,793,France,Female,33,0,1,0,175544,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15774155,662,Germany,Male,33,0,1,103471.5,162703,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15748797,636,Spain,Female,33,0,1,0,92277.5,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15643824,637,France,Male,33,0,2,132256,74588.4,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15723706,573,France,Female,33,0,1,90124.6,137476.7,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15715939,730,France,Male,33,0,2,0,1474.8,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15666181,650,France,Male,33,0,1,98065,52412,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15661007,660,France,Male,33,0,1,72783.4,181052,FALSE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15610755,643,France,Female,33,0,1,137811.8,184856.9,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15681887,758,Germany,Male,33,0,2,129142.5,26606.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15691287,675,Germany,Female,33,0,1,141816.3,64815.1,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15791030,612,France,Female,33,0,2,64900.3,102426.1,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15811947,850,France,Male,33,0,1,124781.7,33700.5,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15612139,786,France,Female,33,0,1,83036.1,154990.6,FALSE,TRUE,TRUE,Mid-Age,Average Balance,New,1 Product
15656286,794,France,Male,33,0,2,0,178122.7,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15788480,786,Germany,Female,33,0,1,122325.6,34712.3,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15731148,558,France,Male,33,0,1,108477.5,109096.7,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
15572428,717,Germany,Female,33,0,1,115777.2,81508.1,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15764153,704,France,Female,33,0,2,130499.1,74804.4,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15710687,593,France,Female,33,0,1,95927,199478,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,1 Product
15613749,569,Spain,Male,34,0,1,151839.3,102299.8,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15621687,813,France,Male,34,0,2,0,43169.2,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15597394,668,Spain,Male,34,0,1,0,99984.9,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15697028,590,Spain,Male,34,0,2,65812.4,160346.3,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15791851,726,France,Female,34,0,1,185734.8,102036.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15605134,617,France,Female,34,0,2,131244.6,183229,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15799480,600,France,Male,34,0,2,0,3756.2,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15622774,648,France,Male,34,0,1,0,167931.8,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15640133,661,France,Female,34,0,2,0,185555.6,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15748352,598,Spain,Male,34,0,1,104488.2,43249.7,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15703544,559,Spain,Male,34,0,1,0,182988.9,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15791877,706,Germany,Male,34,0,2,140641.3,77271.9,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15647572,504,Spain,Male,34,0,1,54980.8,136909.9,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15810839,610,France,Male,34,0,1,103108.2,125646.8,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15637954,730,France,Female,35,0,1,155470.5,53718.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15600739,562,Spain,Female,35,0,2,0,119899.5,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15769948,737,Germany,Male,35,0,1,133377.8,64050.2,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15681843,624,Germany,Female,35,0,2,180303.2,163587.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15578783,620,Germany,Male,35,0,1,76990,17242.8,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15773709,838,Spain,Male,35,0,2,0,197305.9,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15754113,588,France,Female,35,0,2,0,155485.2,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15764448,837,Germany,Male,35,0,1,144037.6,145325.3,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15708422,677,Spain,Female,35,0,2,0,76637.4,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15705899,597,Spain,Male,35,0,1,127511,155356.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15660403,827,Spain,Female,35,0,2,0,184514,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15636592,651,France,Male,35,0,2,181822,36923.7,FALSE,TRUE,TRUE,Mid-Age,High Balance,New,2-3 Products
15754578,606,France,Female,35,0,2,135984.1,186778.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15764841,623,France,Female,35,0,1,130557.2,47880.7,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15611409,676,Spain,Male,35,0,2,0,139911.6,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15620832,723,France,Female,35,0,2,0,61291,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15811389,724,Germany,Female,35,0,2,171983,167313.1,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15663438,688,Spain,Male,36,0,1,89772.3,177383.7,TRUE,FALSE,TRUE,Mid-Age,Average Balance,New,1 Product
15750776,850,France,Female,36,0,1,164850.5,62722.4,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15771636,793,Spain,Female,36,0,1,0,148993.5,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15707199,643,France,Male,36,0,1,148159.7,55835.7,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15747649,558,Germany,Female,36,0,2,126606.6,172363.5,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15694518,624,Spain,Female,36,0,2,0,111605.9,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15768219,850,Spain,Male,36,0,2,0,141242.6,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15701524,709,France,Male,36,0,2,0,46811.8,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15640377,526,France,Female,36,0,2,0,97767.6,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15707918,741,Germany,Female,36,0,2,127675.4,74260.2,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15795571,606,Spain,Male,36,0,1,94153.6,120138.3,FALSE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15762793,850,Germany,Female,36,0,2,136980.2,99019.6,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15621244,678,France,Male,36,0,1,107379.7,84460.2,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15667934,512,France,Male,36,0,1,129804.2,53020.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15642098,622,Spain,Female,36,0,2,108960,111180.3,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,2-3 Products
15806822,739,France,Female,36,0,2,0,133465.6,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15679663,488,France,Female,36,0,2,0,136675.2,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15813645,491,France,Female,36,0,1,53369.1,103934.1,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15792650,382,Spain,Male,36,0,1,0,179540.7,TRUE,TRUE,TRUE,Mid-Age,No Balance,New,1 Product
15802809,660,Spain,Female,36,0,1,84438.6,181449.5,TRUE,TRUE,FALSE,Mid-Age,Average Balance,New,1 Product
15617657,664,France,Female,36,0,1,103502.2,146191.8,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15812518,657,Spain,Female,37,0,1,163607.2,44203.6,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15708710,525,Spain,Female,37,0,1,0,131521.7,FALSE,TRUE,FALSE,Mid-Age,No Balance,New,1 Product
15762110,628,France,Male,37,0,2,0,171707.9,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15704954,431,France,Male,37,0,1,120764.1,117023.1,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15701765,575,Spain,Female,37,0,2,0,30114.3,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15758845,590,Spain,Female,37,0,1,64345.2,61759.3,FALSE,TRUE,TRUE,Mid-Age,Average Balance,New,1 Product
15735428,673,Spain,Female,37,0,2,0,82351.1,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15744919,734,Spain,Female,37,0,1,152760.2,48990.5,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15755077,778,Germany,Female,37,0,2,105617.7,133699.8,TRUE,TRUE,TRUE,Mid-Age,High Balance,New,2-3 Products
15794137,751,Germany,Female,37,0,1,151219,109309.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15694160,624,France,Male,37,0,2,0,112104.6,FALSE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15715796,728,France,Male,37,0,2,0,72203.8,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15614213,620,France,Male,37,0,1,107548.9,71175.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15750014,755,Germany,Female,37,0,2,113865.2,117396.3,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15617166,610,France,Male,37,0,1,0,114514.6,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15614716,515,France,Female,37,0,1,196853.6,132770.1,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15730150,540,Spain,Male,37,0,1,120825.7,28257.9,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15815534,505,Spain,Male,37,0,1,134006.4,93736.7,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15757912,722,Germany,Female,37,0,1,125977.8,160162.4,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15693926,670,Spain,Male,37,0,1,178742.7,194493.6,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15708916,587,France,Male,38,0,2,0,47414.2,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15591711,739,Spain,Male,38,0,1,128366.4,12796.4,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15616709,587,Germany,Female,38,0,2,132122.4,31730.3,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15788483,719,Spain,Male,38,0,1,0,126876.5,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15791268,565,Spain,Male,38,0,1,122447.8,67339.3,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15761348,601,France,Female,38,0,2,0,165196.6,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,2-3 Products
15787529,592,Spain,Male,38,0,1,0,65986.5,TRUE,FALSE,TRUE,Mid-Age,No Balance,New,1 Product
15798824,671,Spain,Male,38,0,2,92674.9,3647.6,TRUE,FALSE,FALSE,Mid-Age,Average Balance,New,2-3 Products
15602811,730,Germany,Male,38,0,2,38848.2,94003.1,FALSE,FALSE,FALSE,Mid-Age,Low Balance,New,2-3 Products
15771580,850,France,Female,38,0,1,106831.7,148977.7,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15739194,548,Spain,Male,38,0,2,178056.5,38434.7,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15696564,752,France,Male,38,0,2,145974.8,137694.2,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,2-3 Products
15799652,763,France,Female,38,0,2,152582.2,31892.8,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,2-3 Products
15706729,662,France,Male,38,0,1,105271.6,179833.5,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15672397,598,France,Male,38,0,1,125487.9,158111.7,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15784218,620,Spain,Male,38,0,2,0,38015.3,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15571476,635,Spain,Male,38,0,1,103257.1,158344.6,FALSE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15721937,686,France,Male,38,0,1,138131.3,115927.9,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15686913,757,France,Male,38,0,1,0,83263.1,TRUE,FALSE,FALSE,Mid-Age,No Balance,New,1 Product
15607874,687,France,Male,38,0,1,144450.6,137276.8,FALSE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15583026,535,France,Female,38,0,1,135919.3,80425.6,TRUE,FALSE,FALSE,Mid-Age,High Balance,New,1 Product
15788025,715,France,Female,38,0,2,0,332.8,TRUE,TRUE,FALSE,Mid-Age,No Balance,New,2-3 Products
15671139,694,Spain,Male,39,0,1,107042.7,102284.2,TRUE,TRUE,FALSE,Mid-Age,High Balance,New,1 Product
15758813,350,Germany,Male,39,0,2,109733.2,123602.1,FALSE,FALSE,TRUE,Mid-Age,High Balance,New,2-3 Products
15581198,668,Germany,Female,39,0,1,122104.8,112946.7,TRUE,FALSE,TRUE,Mid-Age,High Balance,New,1 Product
15706071,528,Germany,Male,39,0,1,127631.6,22197.8,FALSE,TRUE,TRUE,Mid-Age,High Balance,New,1 Product
